rowid,pl_hostname,pl_letter,pl_name,pl_discmethod,pl_controvflag,pl_pnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_ttvflag,pl_kepflag,pl_k2flag,pl_nnotes,ra_str,ra,dec_str,dec,st_dist,st_disterr1,st_disterr2,st_distlim,gaia_dist,gaia_disterr1,gaia_disterr2,gaia_distlim,st_optmag,st_optmagerr,st_optmaglim,st_optband,gaia_gmag,gaia_gmagerr,gaia_gmaglim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_mass,st_masserr1,st_masserr2,st_masslim,st_rad,st_raderr1,st_raderr2,st_radlim,rowupdate,pl_tranflag,pl_rvflag,pl_imgflag,pl_astflag,pl_omflag,pl_cbflag,pl_angsep,pl_angseperr1,pl_angseperr2,pl_orbtper,pl_orbtpererr1,pl_orbtpererr2,pl_orbtperlim,pl_orblper,pl_orblpererr1,pl_orblpererr2,pl_orblperlim,pl_rvamp,pl_rvamperr1,pl_rvamperr2,pl_rvamplim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_massj,pl_massjerr1,pl_massjerr2,pl_massjlim,pl_msinij,pl_msinijerr1,pl_msinijerr2,pl_msinijlim,pl_masse,pl_masseerr1,pl_masseerr2,pl_masselim,pl_msinie,pl_msinieerr1,pl_msinieerr2,pl_msinielim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_rads,pl_radserr1,pl_radserr2,pl_radslim,pl_trandep,pl_trandeperr1,pl_trandeperr2,pl_trandeplim,pl_trandur,pl_trandurerr1,pl_trandurerr2,pl_trandurlim,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tranmidlim,pl_tsystemref,pl_imppar,pl_impparerr1,pl_impparerr2,pl_impparlim,pl_occdep,pl_occdeperr1,pl_occdeperr2,pl_occdeplim,pl_ratdor,pl_ratdorerr1,pl_ratdorerr2,pl_ratdorlim,pl_ratror,pl_ratrorerr1,pl_ratrorerr2,pl_ratrorlim,pl_def_reflink,pl_disc,pl_disc_reflink,pl_locale,pl_facility,pl_telescope,pl_instrument,pl_status,pl_mnum,pl_st_npar,pl_st_nref,pl_pelink,pl_edelink,pl_publ_date,hd_name,hip_name,st_rah,st_glon,st_glat,st_elon,st_elat,st_plx,st_plxerr1,st_plxerr2,st_plxlim,gaia_plx,gaia_plxerr1,gaia_plxerr2,gaia_plxlim,st_pmra,st_pmraerr,st_pmralim,st_pmdec,st_pmdecerr,st_pmdeclim,st_pm,st_pmerr,st_pmlim,gaia_pmra,gaia_pmraerr,gaia_pmralim,gaia_pmdec,gaia_pmdecerr,gaia_pmdeclim,gaia_pm,gaia_pmerr,gaia_pmlim,st_radv,st_radverr1,st_radverr2,st_radvlim,st_sp,st_spstr,st_sperr,st_splim,st_logg,st_loggerr1,st_loggerr2,st_logglim,st_lum,st_lumerr1,st_lumerr2,st_lumlim,st_dens,st_denserr1,st_denserr2,st_denslim,st_metfe,st_metfeerr1,st_metfeerr2,st_metfelim,st_metratio,st_age,st_ageerr1,st_ageerr2,st_agelim,st_vsini,st_vsinierr1,st_vsinierr2,st_vsinilim,st_acts,st_actserr,st_actslim,st_actr,st_actrerr,st_actrlim,st_actlx,st_actlxerr,st_actlxlim,swasp_id,st_nts,st_nplc,st_nglc,st_nrvc,st_naxa,st_nimg,st_nspec,st_uj,st_ujerr,st_ujlim,st_vj,st_vjerr,st_vjlim,st_bj,st_bjerr,st_bjlim,st_rc,st_rcerr,st_rclim,st_ic,st_icerr,st_iclim,st_j,st_jerr,st_jlim,st_h,st_herr,st_hlim,st_k,st_kerr,st_klim,st_wise1,st_wise1err,st_wise1lim,st_wise2,st_wise2err,st_wise2lim,st_wise3,st_wise3err,st_wise3lim,st_wise4,st_wise4err,st_wise4lim,st_irac1,st_irac1err,st_irac1lim,st_irac2,st_irac2err,st_irac2lim,st_irac3,st_irac3err,st_irac3lim,st_irac4,st_irac4err,st_irac4lim,st_mips1,st_mips1err,st_mips1lim,st_mips2,st_mips2err,st_mips2lim,st_mips3,st_mips3err,st_mips3lim,st_iras1,st_iras1err,st_iras1lim,st_iras2,st_iras2err,st_iras2lim,st_iras3,st_iras3err,st_iras3lim,st_iras4,st_iras4err,st_iras4lim,st_photn,st_umbj,st_umbjerr,st_umbjlim,st_bmvj,st_bmvjerr,st_bmvjlim,st_vjmic,st_vjmicerr,st_vjmiclim,st_vjmrc,st_vjmrcerr,st_vjmrclim,st_jmh2,st_jmh2err,st_jmh2lim,st_hmk2,st_hmk2err,st_hmk2lim,st_jmk2,st_jmk2err,st_jmk2lim,st_bmy,st_bmyerr,st_bmylim,st_m1,st_m1err,st_m1lim,st_c1,st_c1err,st_c1lim,st_colorn
1505,Kepler-1129,b,Kepler-1129 b,Transit,0,2,24.33978040,0.00012980,-0.00012980,0,,,,,,,,,,,,,,,,,,0.264,0.045,-0.029,0,,,,,0,1,0,1,19h26m25.08s,291.604495,+41d18m33.7s,41.309361,1258.00,220.24,-125.26,0,1224.39,44.56,-44.56,0,15.280,,0,Kepler-band,15.257,,0,5831.00,134.99,-114.35,0,1.00,0.06,-0.06,0,1.00,0.17,-0.10,0,2016-05-10,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.960,0.510,-0.330,0,0.027,0.005,-0.003,0,,,,,0.1371700,0.0048700,-0.0048700,0,2454969.059350,0.004600,-0.004600,0,JD,,,,,,,,,,,,,0.02661,0.00011,-0.00163,0,Morton et al. 2016,2016,Morton et al. 2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3,0,32,12,http://exoplanet.eu/catalog/kepler-1129_b/,,,,,19.44029967,73.675883,11.499975,306.179507,62.061891,,,,0,0.82,0.03,-0.03,0,1.700,0.100,0,-6.500,0.100,0,6.700,0.100,0,1.700,0.100,0,-6.500,0.100,0,6.700,0.100,0,,,,,,,,,4.44,0.07,-0.14,0,,,,,,,,,-0.040,0.147,-0.187,0,[Fe/H],4.070,3.040,-2.330,,,,,,,,,,,,,,,,0,0,0,0,0,3,0,,,,,,,,,,,,,,,,14.173,0.026,0,13.804,0.030,0,13.783,0.054,0,13.663,0.026,0,13.706,0.033,0,12.354,,-1,9.390,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,0.369,0.040,0,0.021,0.062,0,0.390,0.060,0,,,,,,,,,,5
1513,Kepler-1134,b,Kepler-1134 b,Transit,0,1,17.13263989,0.00008204,-0.00008204,0,,,,,,,,,,,,,,,,,,0.236,0.019,-0.023,0,,,,,0,1,0,1,19h42m16.32s,295.567982,+42d28m41.8s,42.478287,997.00,87.95,-74.21,0,969.54,32.23,-32.23,0,15.842,,0,Kepler-band,15.825,,0,5281.00,169.66,-135.47,0,0.84,0.05,-0.05,0,0.81,0.06,-0.06,0,2016-05-10,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.640,0.210,-0.260,0,0.024,0.002,-0.002,0,,,,,0.1272500,0.0043300,-0.0043300,0,2454980.154800,0.004000,-0.004000,0,JD,,,,,,,,,,,,,0.02981,0.00007,-0.00213,0,Morton et al. 2016,2016,Morton et al. 2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3,0,32,11,http://exoplanet.eu/catalog/kepler-1134_b/,,,,,19.70453211,76.105611,9.411916,312.962763,62.156966,,,,0,1.03,0.03,-0.03,0,-28.000,,0,-36.000,,0,45.600,,0,-24.000,0.100,0,-38.800,0.100,0,45.600,0.100,0,,,,,,,,,4.56,0.04,-0.07,0,,,,,,,,,-0.100,0.158,-0.179,0,[Fe/H],4.900,6.090,-3.130,,,,,,,,,,,,,,,,0,0,0,0,0,3,0,,,,,,,,,,,,,,,,14.426,0.032,0,13.955,0.028,0,13.881,0.049,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,0.471,0.043,0,0.074,0.056,0,0.545,0.059,0,,,,,,,,,,5
1521,Kepler-114,d,Kepler-114 d,Transit,0,3,11.77600000,,,0,,,,,,,,,,,,,0.01200,0.00500,-0.00500,0,Mass,0.226,0.025,-0.025,0,,,,,1,1,0,1,19h36m29.14s,294.121421,+48d20m58.3s,48.349525,261.49,1.32,-1.32,0,261.49,1.32,-1.32,0,13.738,,0,Kepler-band,13.712,,0,4605.00,100.00,-100.00,0,,,,,0.67,0.04,-0.04,0,2014-05-14,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0.01200,0.00500,-0.00500,0,,,,,3.90000,1.70000,-1.70000,0,,,,,3.90000,1.70000,-1.70000,0,2.530,0.280,-0.280,0,0.023,0.003,-0.003,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Xie 2014,2013,Xie 2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3,0,55,17,http://exoplanet.eu/catalog/kepler-114_d/,,2014-02,,,19.60809473,80.944045,13.015052,316.329276,67.945610,3.82,0.02,-0.02,0,3.82,0.02,-0.02,0,12.800,0.000,0,63.300,0.000,0,64.500,0.000,0,12.800,0.000,0,63.300,0.000,0,64.500,0.000,0,,,,,6.00,M0 V,,0,4.65,0.15,-0.15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,3,0,,,,,,,,,,,,,,,,12.035,0.029,0,11.469,0.025,0,11.366,0.022,0,11.305,0.024,0,11.400,0.023,0,11.249,0.094,0,8.831,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,0.566,0.038,0,0.103,0.033,0,0.669,0.036,0,,,,,,,,,,5
1529,Kepler-1146,b,Kepler-1146 b,Transit,0,1,2.35226580,0.00000825,-0.00000825,0,,,,,,,,,,,,,,,,,,0.110,0.009,-0.007,0,,,,,0,1,0,1,19h06m51.99s,286.716626,+47d25m32.3s,47.425633,694.00,26.74,-42.13,0,717.22,16.87,-16.87,0,15.848,,0,Kepler-band,15.850,,0,4692.00,45.94,-42.25,0,0.74,0.03,-0.04,0,0.70,0.02,-0.04,0,2016-05-10,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.230,0.100,-0.080,0,0.011,0.001,-0.001,0,,,,,0.0711300,0.0038400,-0.0038400,0,2454964.804050,0.002730,-0.002730,0,JD,,,,,,,,,,,,,0.01631,0.00112,-0.00043,0,Morton et al. 2016,2016,Morton et al. 2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3,0,28,11,http://exoplanet.eu/catalog/kepler-1146_b/,,,,,19.11444176,77.979597,17.174565,302.834351,68.967241,,,,0,1.39,0.03,-0.03,0,10.000,,0,10.000,,0,14.100,,0,10.600,0.100,0,6.700,0.100,0,12.500,0.100,0,,,,,,,,,4.62,0.03,-0.03,0,,,,,,,,,-0.060,0.143,-0.158,0,[Fe/H],4.900,5.870,-2.750,,,,,,,,,,,,,,,,0,0,0,0,0,3,0,,,,,,,,,,,,,,,,14.229,0.033,0,13.638,0.032,0,13.518,0.038,0,13.478,0.024,0,13.565,0.027,0,12.425,0.292,0,9.100,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,0.591,0.046,0,0.120,0.050,0,0.711,0.050,0,,,,,,,,,,5
1537,Kepler-1152,b,Kepler-1152 b,Transit,0,1,1.64680191,0.00000267,-0.00000267,0,,,,,,,,,,,,,,,,,,0.078,0.004,-0.005,0,,,,,0,1,0,1,19h21m44.17s,290.434033,+44d06m27.5s,44.107651,184.00,14.69,-12.88,0,216.58,0.91,-0.91,0,14.634,,0,Kepler-band,14.598,,0,3964.00,46.47,-45.68,0,0.55,0.04,-0.03,0,0.53,0.03,-0.03,0,2016-05-10,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.870,0.050,-0.060,0,0.008,0.000,-0.001,0,,,,,0.0523380,0.0020210,-0.0020210,0,2454965.060600,0.001360,-0.001360,0,JD,,,,,,,,,,,,,0.01545,0.00038,-0.00076,0,Morton et al. 2016,2016,Morton et al. 2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3,0,28,11,http://exoplanet.eu/catalog/kepler-1152_b/,,,,,19.36226887,75.882900,13.481667,306.363812,64.988131,,,,0,4.62,0.02,-0.02,0,16.800,0.000,0,27.800,0.000,0,32.400,0.000,0,16.800,0.000,0,27.800,0.000,0,32.400,0.000,0,,,,,,,,,4.73,0.02,-0.02,0,,,,,,,,,-0.250,0.136,-0.108,0,[Fe/H],3.470,5.260,-1.860,,,,,,,,,,,,,,,,0,0,0,0,0,3,0,,,,,,,,,,,,,,,,12.495,0.023,0,11.821,0.021,0,11.683,0.013,0,11.582,0.023,0,11.594,0.021,0,11.566,0.148,0,9.027,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,0.674,0.031,0,0.138,0.025,0,0.812,0.026,0,,,,,,,,,,5
1545,Kepler-1159,b,Kepler-1159 b,Transit,0,1,22.70816791,0.00009541,-0.00009541,0,,,,,,,,,,,,,,,,,,0.211,0.092,-0.033,0,,,,,0,1,0,1,19h37m03.92s,294.266335,+45d12m15.5s,45.204315,1238.00,516.67,-206.73,0,1257.29,30.04,-30.04,0,14.574,,0,Kepler-band,14.545,,0,6217.00,147.74,-196.66,0,1.19,0.17,-0.11,0,1.28,0.56,-0.20,0,2016-05-10,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.370,1.030,-0.370,0,0.022,0.009,-0.003,0,,,,,0.1513800,0.0046200,-0.0046200,0,2454966.721720,0.003570,-0.003570,0,JD,,,,,,,,,,,,,0.01681,0.00053,-0.00064,0,Morton et al. 2016,2016,Morton et al. 2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3,0,30,11,http://exoplanet.eu/catalog/kepler-1159_b/,,,,,19.61775567,78.115202,11.511242,313.321416,65.035614,,,,0,0.80,0.02,-0.02,0,-2.400,0.000,0,-18.100,0.000,0,18.200,0.000,0,-2.400,0.000,0,-18.100,0.000,0,18.200,0.000,0,,,,,,,,,4.30,0.11,-0.25,0,,,,,,,,,0.040,0.139,-0.148,0,[Fe/H],2.750,1.080,-1.070,,,,,,,,,,,,,,,,0,0,0,0,0,3,0,,,,,,,,,,,,,,,,13.473,0.022,0,13.183,0.020,0,13.156,0.029,0,13.111,0.024,0,13.173,0.027,0,12.914,0.506,0,9.430,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,0.290,0.030,0,0.027,0.035,0,0.317,0.036,0,,,,,,,,,,5
1553,Kepler-1165,b,Kepler-1165 b,Transit,0,1,9.47852200,0.00005909,-0.00005909,0,,,,,,,,,,,,,,,,,,0.138,0.045,-0.017,0,,,,,0,1,0,1,19h07m53.10s,286.971267,+44d42m29.9s,44.708302,1081.00,357.39,-136.44,0,1650.39,53.25,-53.25,0,14.456,,0,Kepler-band,14.392,,0,6080.00,97.21,-115.97,0,1.13,0.12,-0.08,0,1.18,0.39,-0.14,0,2016-05-10,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.550,0.500,-0.190,0,0.014,0.005,-0.002,0,,,,,0.2592900,0.0057500,-0.0057500,0,2454973.166620,0.004390,-0.004390,0,JD,,,,,,,,,,,,,0.01210,0.00047,-0.00028,0,Morton et al. 2016,2016,Morton et al. 2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3,0,32,12,http://exoplanet.eu/catalog/kepler-1165_b/,,,,,19.13141780,75.422344,15.987774,301.105007,66.324525,,,,0,0.61,0.02,-0.02,0,-2.700,0.000,0,-2.200,0.000,0,3.500,0.000,0,-2.700,0.000,0,-2.200,0.000,0,3.500,0.000,0,,,,,,,,,4.34,0.09,-0.20,0,,,,,,,,,0.050,0.135,-0.155,0,[Fe/H],3.240,1.360,-1.460,,,,,,,,,,,,,,,,0,0,0,0,0,3,0,,,,,,,,,,,,,,,,13.362,0.025,0,13.080,0.027,0,13.070,0.029,0,12.991,0.023,0,13.059,0.025,0,13.043,0.501,0,9.553,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,0.282,0.037,0,0.010,0.040,0,0.292,0.038,0,,,,,,,,,,5
1561,Kepler-1171,b,Kepler-1171 b,Transit,0,1,1.44259224,0.00000219,-0.00000219,0,,,,,,,,,,,,,,,,,,0.228,0.061,-0.045,0,,,,,0,1,0,1,19h39m50.14s,294.958925,+38d35m29.7s,38.591578,615.00,161.65,-122.04,0,582.38,10.18,-10.18,0,11.558,,0,Kepler-band,11.459,,0,7044.00,277.69,-199.09,0,1.58,0.18,-0.17,0,1.95,0.51,-0.38,0,2016-05-10,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.560,0.680,-0.500,0,0.023,0.006,-0.005,0,,,,,0.1256290,0.0016710,-0.0016710,0,2454967.072200,0.001210,-0.001210,0,JD,,,,,,,,,,,,,0.01226,0.00028,-0.00011,0,Morton et al. 2016,2016,Morton et al. 2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3,0,32,12,http://exoplanet.eu/catalog/kepler-1171_b/,,,,,19.66392837,72.425192,7.967927,309.364988,58.667600,,,,0,1.72,0.03,-0.03,0,-0.900,,0,4.000,,0,4.100,,0,1.400,0.000,0,3.800,0.000,0,4.100,0.000,0,,,,,,,,,4.05,0.15,-0.15,0,,,,,,,,,-0.010,0.152,-0.175,0,[Fe/H],1.350,0.330,-0.190,,,,,,,,,,,,,,,,0,0,0,0,0,3,0,,,,,,,,,,,,,,,,10.753,0.021,0,10.587,0.020,0,10.547,0.017,0,10.519,0.023,0,10.553,0.020,0,10.548,0.062,0,9.225,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,0.166,0.029,0,0.040,0.026,0,0.206,0.027,0,,,,,,,,,,5
1569,Kepler-1179,b,Kepler-1179 b,Transit,0,1,2.68505749,0.00000410,-0.00000410,0,,,,,,,,,,,,,,,,,,0.118,0.008,-0.007,0,,,,,0,1,0,1,18h56m23.43s,284.097640,+47d48m38.3s,47.810638,454.00,28.58,-26.79,0,420.24,2.59,-2.59,0,14.077,,0,Kepler-band,14.068,,0,5212.00,65.46,-65.67,0,0.84,0.04,-0.05,0,0.81,0.05,-0.04,0,2016-05-10,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.320,0.090,-0.080,0,0.012,0.001,-0.001,0,,,,,0.0426210,0.0018040,-0.0018040,0,2454965.604110,0.001290,-0.001290,0,JD,,,,,,,,,,,,,0.01485,0.00056,-0.00045,0,Morton et al. 2016,2016,Morton et al. 2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3,0,31,12,http://exoplanet.eu/catalog/kepler-1179_b/,,,,,18.93984267,77.700948,18.961817,298.372570,69.864977,,,,0,2.38,0.01,-0.01,0,-27.200,0.000,0,-25.200,0.000,0,37.100,0.000,0,-27.200,0.000,0,-25.200,0.000,0,37.100,0.000,0,-26.04,0.19,-0.19,0,,,,,4.56,0.03,-0.06,0,,,,,,,,,-0.030,0.148,-0.169,0,[Fe/H],4.900,6.350,-3.070,,3.2000,,,0,,,,,,,,,,,0,0,0,0,0,3,0,,,,,,,,,,,,,,,,12.699,0.019,0,12.246,0.021,0,12.189,0.022,0,12.152,0.023,0,12.208,0.022,0,12.225,0.203,0,9.452,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,0.453,0.028,0,0.057,0.030,0,0.510,0.029,0,,,,,,,,,,5
1577,Kepler-1185,b,Kepler-1185 b,Transit,0,1,104.35189760,0.00067050,-0.00067050,0,,,,,,,,,,,,,,,,,,0.119,0.007,-0.004,0,,,,,1,1,0,1,19h08m57.88s,287.241174,+39d19m57.9s,39.332757,296.00,7.66,-7.23,0,465.39,4.96,-4.96,0,12.570,,0,Kepler-band,12.552,,0,5622.00,67.70,-58.78,0,0.96,0.02,-0.02,0,0.87,0.02,-0.02,0,2016-05-10,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.330,0.080,-0.050,0,0.012,0.001,0.000,0,,,,,0.1494200,0.0062500,-0.0062500,0,2455023.102310,0.005280,-0.005280,0,JD,,,,,,,,,,,,,0.01395,0.00083,-0.00041,0,Morton et al. 2016,2016,Morton et al. 2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3,0,28,11,http://exoplanet.eu/catalog/kepler-1185_b/,,,,,19.14941158,70.397502,13.675441,298.307190,61.088585,,,,0,2.15,0.02,-0.02,0,-0.400,,0,-6.400,,0,6.400,,0,3.000,0.000,0,-14.400,0.000,0,14.700,0.000,0,2.56,1.22,-1.22,0,,,,,4.54,0.01,-0.01,0,,,,,,,,,-0.040,0.092,-0.086,0,[Fe/H],1.550,0.685,-0.366,,,,,,,,,,,,,,,,0,0,0,0,0,3,0,,,,,,,,,,,,,,,,11.386,0.023,0,11.039,0.022,0,10.981,0.017,0,10.967,0.022,0,11.008,0.020,0,11.106,0.119,0,8.876,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,0.347,0.032,0,0.058,0.028,0,0.405,0.029,0,,,,,,,,,,5
1585,Kepler-1191,b,Kepler-1191 b,Transit,0,1,5.60014851,0.00001909,-0.00001909,0,,,,,,,,,,,,,,,,,,0.135,0.012,-0.010,0,,,,,0,1,0,1,19h26m37.87s,291.657776,+48d00m33.5s,48.009315,876.00,70.68,-65.65,0,982.13,26.30,-26.30,0,15.378,,0,Kepler-band,15.312,,0,5308.00,107.78,-83.33,0,0.85,0.05,-0.05,0,0.81,0.06,-0.06,0,2016-05-10,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.510,0.130,-0.110,0,0.014,0.001,-0.001,0,,,,,0.1167420,0.0037170,-0.0037170,0,2454968.961630,0.003020,-0.003020,0,JD,,,,,,,,,,,,,0.01703,0.00074,-0.00042,0,Morton et al. 2016,2016,Morton et al. 2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3,0,28,11,http://exoplanet.eu/catalog/kepler-1191_b/,,,,,19.44385173,79.898179,14.349802,311.937054,68.318527,,,,0,1.02,0.03,-0.03,0,6.300,0.100,0,-7.500,0.100,0,9.800,0.100,0,6.300,0.100,0,-7.500,0.100,0,9.800,0.100,0,,,,,,,,,4.56,0.04,-0.07,0,,,,,,,,,-0.080,0.157,-0.182,0,[Fe/H],4.570,5.850,-2.890,,,,,,,,,,,,,,,,0,0,0,0,0,3,0,,,,,,,,,,,,,,,,14.081,0.023,0,13.648,0.028,0,13.526,0.045,0,13.527,0.023,0,13.609,0.026,0,13.162,,-1,9.730,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,0.433,0.036,0,0.122,0.053,0,0.555,0.051,0,,,,,,,,,,5
1593,Kepler-1199,b,Kepler-1199 b,Transit,0,1,15.04471980,0.00010840,-0.00010840,0,,,,,,,,,,,,,,,,,,0.103,0.019,-0.014,0,,,,,0,1,0,1,19h34m54.21s,293.725872,+47d14m49.4s,47.247044,540.00,94.71,-74.19,0,581.47,33.70,-33.70,0,13.037,,0,Kepler-band,13.030,,0,5889.00,84.29,-64.89,0,0.94,0.10,-0.06,0,1.17,0.21,-0.16,0,2016-05-10,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.150,0.210,-0.160,0,0.011,0.002,-0.001,0,,,,,0.2424600,0.0067900,-0.0067900,0,2454966.207270,0.005580,-0.005580,0,JD,,,,,,,,,,,,,0.00937,0.00034,-0.00032,0,Morton et al. 2016,2016,Morton et al. 2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3,0,28,11,http://exoplanet.eu/catalog/kepler-1199_b/,,,,,19.58172480,79.809642,12.763611,314.484384,67.057972,,,,0,1.72,0.10,-0.10,0,-12.700,0.200,0,-18.200,0.200,0,22.100,0.200,0,-12.700,0.200,0,-18.200,0.200,0,22.100,0.200,0,-39.43,6.40,-6.40,0,,,,,4.27,0.13,-0.13,0,,,,,,,,,-0.270,0.116,-0.128,0,[Fe/H],7.760,2.330,-3.530,,,,,,,,,,,,,,,,0,0,0,0,0,3,0,,,,,,,,,,,,,,,,11.965,0.022,0,11.656,0.017,0,11.581,0.017,0,11.541,0.023,0,11.569,0.021,0,11.415,0.103,0,9.234,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,0.309,0.028,0,0.075,0.024,0,0.384,0.028,0,,,,,,,,,,5
1601,Kepler-1204,b,Kepler-1204 b,Transit,0,1,85.73502850,0.00063730,-0.00063730,0,,,,,,,,,,,,,,,,,,0.272,0.078,-0.027,0,,,,,0,1,0,1,19h17m45.96s,289.441483,+42d29m53.3s,42.498135,1282.00,354.85,-129.65,0,1215.95,35.35,-35.35,0,15.301,,0,Kepler-band,15.295,,0,5825.00,88.38,-121.08,0,1.03,0.06,-0.06,0,1.03,0.29,-0.10,0,2016-05-10,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.050,0.870,-0.300,0,0.028,0.008,-0.003,0,,,,,0.3107100,0.0079200,-0.0079200,0,2455003.985530,0.006290,-0.006290,0,JD,,,,,,,,,,,,,0.02670,0.00094,-0.00085,0,Morton et al. 2016,2016,Morton et al. 2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3,0,32,12,http://exoplanet.eu/catalog/kepler-1204_b/,,,,,19.29609887,74.068935,13.463932,303.614408,63.686033,,,,0,0.82,0.02,-0.02,0,3.800,0.000,0,0.400,0.000,0,3.800,0.000,0,3.800,0.000,0,0.400,0.000,0,3.800,0.000,0,,,,,,,,,4.42,0.07,-0.20,0,,,,,,,,,0.060,0.127,-0.145,0,[Fe/H],4.270,3.000,-2.500,,,,,,,,,,,,,,,,0,0,0,0,0,3,0,,,,,,,,,,,,,,,,14.119,0.027,0,13.801,0.033,0,13.771,0.039,0,13.777,0.027,0,13.847,0.032,0,12.814,,-1,9.344,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,0.318,0.043,0,0.030,0.051,0,0.348,0.047,0,,,,,,,,,,5
