rowid,pl_hostname,pl_letter,pl_name,pl_discmethod,pl_controvflag,pl_pnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_ttvflag,pl_kepflag,pl_k2flag,pl_nnotes,ra_str,ra,dec_str,dec,st_dist,st_disterr1,st_disterr2,st_distlim,gaia_dist,gaia_disterr1,gaia_disterr2,gaia_distlim,st_optmag,st_optmagerr,st_optmaglim,st_optband,gaia_gmag,gaia_gmagerr,gaia_gmaglim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_mass,st_masserr1,st_masserr2,st_masslim,st_rad,st_raderr1,st_raderr2,st_radlim,rowupdate,pl_tranflag,pl_rvflag,pl_imgflag,pl_astflag,pl_omflag,pl_cbflag,pl_angsep,pl_angseperr1,pl_angseperr2,pl_orbtper,pl_orbtpererr1,pl_orbtpererr2,pl_orbtperlim,pl_orblper,pl_orblpererr1,pl_orblpererr2,pl_orblperlim,pl_rvamp,pl_rvamperr1,pl_rvamperr2,pl_rvamplim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_massj,pl_massjerr1,pl_massjerr2,pl_massjlim,pl_msinij,pl_msinijerr1,pl_msinijerr2,pl_msinijlim,pl_masse,pl_masseerr1,pl_masseerr2,pl_masselim,pl_msinie,pl_msinieerr1,pl_msinieerr2,pl_msinielim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_rads,pl_radserr1,pl_radserr2,pl_radslim,pl_trandep,pl_trandeperr1,pl_trandeperr2,pl_trandeplim,pl_trandur,pl_trandurerr1,pl_trandurerr2,pl_trandurlim,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tranmidlim,pl_tsystemref,pl_imppar,pl_impparerr1,pl_impparerr2,pl_impparlim,pl_occdep,pl_occdeperr1,pl_occdeperr2,pl_occdeplim,pl_ratdor,pl_ratdorerr1,pl_ratdorerr2,pl_ratdorlim,pl_ratror,pl_ratrorerr1,pl_ratrorerr2,pl_ratrorlim,pl_def_reflink,pl_disc,pl_disc_reflink,pl_locale,pl_facility,pl_telescope,pl_instrument,pl_status,pl_mnum,pl_st_npar,pl_st_nref,pl_pelink,pl_edelink,pl_publ_date,hd_name,hip_name,st_rah,st_glon,st_glat,st_elon,st_elat,st_plx,st_plxerr1,st_plxerr2,st_plxlim,gaia_plx,gaia_plxerr1,gaia_plxerr2,gaia_plxlim,st_pmra,st_pmraerr,st_pmralim,st_pmdec,st_pmdecerr,st_pmdeclim,st_pm,st_pmerr,st_pmlim,gaia_pmra,gaia_pmraerr,gaia_pmralim,gaia_pmdec,gaia_pmdecerr,gaia_pmdeclim,gaia_pm,gaia_pmerr,gaia_pmlim,st_radv,st_radverr1,st_radverr2,st_radvlim,st_sp,st_spstr,st_sperr,st_splim,st_logg,st_loggerr1,st_loggerr2,st_logglim,st_lum,st_lumerr1,st_lumerr2,st_lumlim,st_dens,st_denserr1,st_denserr2,st_denslim,st_metfe,st_metfeerr1,st_metfeerr2,st_metfelim,st_metratio,st_age,st_ageerr1,st_ageerr2,st_agelim,st_vsini,st_vsinierr1,st_vsinierr2,st_vsinilim,st_acts,st_actserr,st_actslim,st_actr,st_actrerr,st_actrlim,st_actlx,st_actlxerr,st_actlxlim,swasp_id,st_nts,st_nplc,st_nglc,st_nrvc,st_naxa,st_nimg,st_nspec,st_uj,st_ujerr,st_ujlim,st_vj,st_vjerr,st_vjlim,st_bj,st_bjerr,st_bjlim,st_rc,st_rcerr,st_rclim,st_ic,st_icerr,st_iclim,st_j,st_jerr,st_jlim,st_h,st_herr,st_hlim,st_k,st_kerr,st_klim,st_wise1,st_wise1err,st_wise1lim,st_wise2,st_wise2err,st_wise2lim,st_wise3,st_wise3err,st_wise3lim,st_wise4,st_wise4err,st_wise4lim,st_irac1,st_irac1err,st_irac1lim,st_irac2,st_irac2err,st_irac2lim,st_irac3,st_irac3err,st_irac3lim,st_irac4,st_irac4err,st_irac4lim,st_mips1,st_mips1err,st_mips1lim,st_mips2,st_mips2err,st_mips2lim,st_mips3,st_mips3err,st_mips3lim,st_iras1,st_iras1err,st_iras1lim,st_iras2,st_iras2err,st_iras2lim,st_iras3,st_iras3err,st_iras3lim,st_iras4,st_iras4err,st_iras4lim,st_photn,st_umbj,st_umbjerr,st_umbjlim,st_bmvj,st_bmvjerr,st_bmvjlim,st_vjmic,st_vjmicerr,st_vjmiclim,st_vjmrc,st_vjmrcerr,st_vjmrclim,st_jmh2,st_jmh2err,st_jmh2lim,st_hmk2,st_hmk2err,st_hmk2lim,st_jmk2,st_jmk2err,st_jmk2lim,st_bmy,st_bmyerr,st_bmylim,st_m1,st_m1err,st_m1lim,st_c1,st_c1err,st_c1lim,st_colorn
1609,Kepler-1210,b,Kepler-1210 b,Transit,0,1,8.07124073,0.00004899,-0.00004899,0,,,,,,,,,,,,,,,,,,0.152,0.027,-0.012,0,,,,,0,1,0,1,19h31m19.71s,292.832145,+48d13m09.7s,48.219357,1155.00,192.17,-87.45,0,1216.63,49.49,-49.49,0,15.553,,0,Kepler-band,15.566,,0,5568.00,67.19,-91.62,0,0.94,0.04,-0.05,0,0.92,0.16,-0.07,0,2016-05-10,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.700,0.300,-0.130,0,0.016,0.003,-0.001,0,,,,,0.1105400,0.0070400,-0.0070400,0,2454970.763850,0.005390,-0.005390,0,JD,,,,,,,,,,,,,0.01677,0.00096,-0.00059,0,Morton et al. 2016,2016,Morton et al. 2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3,0,28,10,http://exoplanet.eu/catalog/kepler-1210_b/,,,,,19.52214300,80.437776,13.729453,314.101255,68.191736,,,,0,0.82,0.03,-0.03,0,-1.200,0.100,0,-3.700,0.100,0,3.900,0.100,0,-1.200,0.100,0,-3.700,0.100,0,3.900,0.100,0,,,,,,,,,4.49,0.06,-0.14,0,,,,,,,,,0.040,0.138,-0.166,0,[Fe/H],5.130,5.640,-3.320,,,,,,,,,,,,,,,,0,0,0,0,0,3,0,,,,,,,,,,,,,,,,14.266,0.028,0,13.936,0.041,0,13.833,0.067,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,0.330,0.050,0,0.103,0.079,0,0.433,0.073,0,,,,,,,,,,5
1617,Kepler-1218,b,Kepler-1218 b,Transit,0,1,22.92212660,0.00023370,-0.00023370,0,,,,,,,,,,,,,,,,,,0.128,0.013,-0.012,0,,,,,0,1,0,1,19h26m18.96s,291.578982,+44d31m54.2s,44.531715,667.00,70.40,-52.71,0,861.26,13.40,-13.40,0,13.578,,0,Kepler-band,13.551,,0,5986.00,91.33,-76.59,0,1.06,0.05,-0.05,0,1.10,0.11,-0.09,0,2016-05-10,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.440,0.150,-0.140,0,0.013,0.001,-0.001,0,,,,,0.3442100,0.0091700,-0.0091700,0,2454966.666500,0.007800,-0.007800,0,JD,,,,,,,,,,,,,0.01156,0.00012,-0.00067,0,Morton et al. 2016,2016,Morton et al. 2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3,0,32,12,http://exoplanet.eu/catalog/kepler-1218_b/,,,,,19.43859880,76.635146,12.920890,308.531273,65.110321,,,,0,1.16,0.02,-0.02,0,-17.700,0.000,0,-8.200,0.000,0,19.500,0.000,0,-17.700,0.000,0,-8.200,0.000,0,19.500,0.000,0,,,,,,,,,4.38,0.07,-0.08,0,,,,,,,,,-0.020,0.100,-0.111,0,[Fe/H],3.800,1.800,-1.830,,,,,,,,,,,,,,,,0,0,0,0,0,3,0,,,,,,,,,,,,,,,,12.501,0.021,0,12.227,0.018,0,12.177,0.018,0,12.127,0.023,0,12.157,0.022,0,11.853,0.179,0,9.235,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,0.274,0.028,0,0.050,0.025,0,0.324,0.028,0,,,,,,,,,,5
1625,Kepler-1221,b,Kepler-1221 b,Transit,0,1,12.00096042,0.00005761,-0.00005761,0,,,,,,,,,,,,,,,,,,0.168,0.027,-0.014,0,,,,,0,1,0,1,19h03m17.36s,285.822349,+45d42m42.8s,45.711891,909.00,55.17,-42.48,0,,,,,15.563,,0,Kepler-band,15.580,,0,5194.00,45.80,-51.51,0,0.87,0.04,-0.04,0,0.82,0.05,-0.03,0,2016-05-10,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.880,0.300,-0.160,0,0.017,0.003,-0.001,0,,,,,0.1430400,0.0047100,-0.0047100,0,2454975.041450,0.003540,-0.003540,0,JD,,,,,,,,,,,,,0.02136,0.00308,-0.00150,0,Morton et al. 2016,2016,Morton et al. 2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3,0,26,11,http://exoplanet.eu/catalog/kepler-1221_b/,,,,,19.05482327,76.075292,17.114963,299.859788,67.517913,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.55,0.03,-0.06,0,,,,,,,,,0.090,0.156,-0.163,0,[Fe/H],4.570,6.340,-2.810,,,,,,,,,,,,,,,,0,0,0,0,0,3,0,,,,,,,,,,,,,,,,14.117,0.028,0,13.735,0.037,0,13.665,0.051,0,13.594,0.024,0,13.663,0.029,0,13.164,,-1,9.423,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,0.382,0.046,0,0.070,0.063,0,0.452,0.058,0,,,,,,,,,,5
1633,Kepler-1229,b,Kepler-1229 b,Transit,0,1,86.82898900,0.00106900,-0.00106900,0,,,,,,,,,,,,,,,,,,0.125,0.010,-0.012,0,,,,,0,1,0,1,19h49m56.81s,297.486691,+46d59m48.2s,46.996716,236.00,16.13,-19.81,0,267.46,3.38,-3.38,0,15.474,,0,Kepler-band,15.510,,0,3784.00,38.88,-38.61,0,0.54,0.03,-0.04,0,0.51,0.03,-0.03,0,2016-05-10,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.400,0.110,-0.130,0,0.013,0.001,-0.001,0,,,,,0.2500400,0.0134600,-0.0134600,0,2455022.268840,0.007770,-0.007770,0,JD,,,,,,,,,,,,,0.02468,0.00157,-0.00164,0,Morton et al. 2016,2016,Morton et al. 2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3,0,53,13,http://exoplanet.eu/catalog/kepler-1229_b/,,,,,19.83244607,80.794135,10.380367,319.991262,65.733427,,,,0,3.74,0.05,-0.05,0,21.600,0.100,0,-4.200,0.100,0,22.000,0.100,0,21.600,0.100,0,-4.200,0.100,0,22.000,0.100,0,,,,,,,,,4.75,0.03,-0.02,0,,,,,,,,,-0.060,0.086,-0.109,0,[Fe/H],3.720,5.320,-2.070,,,,,,,,,,,,,,,,0,0,0,0,0,3,0,,,,,,,,,,,,,,,,13.228,0.025,0,12.573,0.022,0,12.374,0.023,0,12.212,0.024,0,12.192,0.022,0,11.426,0.115,0,8.912,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,0.655,0.033,0,0.199,0.032,0,0.854,0.034,0,,,,,,,,,,5
1641,Kepler-1235,b,Kepler-1235 b,Transit,0,1,4.16055856,0.00002789,-0.00002789,0,,,,,,,,,,,,,,,,,,0.070,0.011,-0.005,0,,,,,0,1,0,1,18h59m36.72s,284.903015,+43d57m14.3s,43.953960,533.00,70.26,-37.27,0,549.17,4.46,-4.46,0,13.889,,0,Kepler-band,13.877,,0,5541.00,78.94,-83.29,0,0.93,0.04,-0.05,0,0.90,0.12,-0.06,0,2016-05-10,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.790,0.120,-0.060,0,0.007,0.001,-0.001,0,,,,,0.1089600,0.0074200,-0.0074200,0,2454965.273780,0.004660,-0.004660,0,JD,,,,,,,,,,,,,0.00768,0.00048,-0.00030,0,Morton et al. 2016,2016,Morton et al. 2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3,0,28,11,http://exoplanet.eu/catalog/kepler-1235_b/,,,,,18.99353433,74.114132,17.076252,297.075624,65.998183,,,,0,1.82,0.01,-0.01,0,9.100,0.000,0,25.100,0.000,0,26.700,0.000,0,9.100,0.000,0,25.100,0.000,0,26.700,0.000,0,,,,,,,,,4.50,0.05,-0.12,0,,,,,,,,,0.010,0.145,-0.173,0,[Fe/H],4.570,5.500,-2.880,,,,,,,,,,,,,,,,0,0,0,0,0,3,0,,,,,,,,,,,,,,,,12.631,0.022,0,12.273,0.019,0,12.199,0.023,0,12.176,0.023,0,12.252,0.022,0,12.399,0.330,0,8.767,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,0.358,0.029,0,0.074,0.030,0,0.432,0.032,0,,,,,,,,,,5
1649,Kepler-1240,b,Kepler-1240 b,Transit,0,1,4.86638150,0.00002513,-0.00002513,0,,,,,,,,,,,,,,,,,,0.103,0.018,-0.009,0,,,,,0,1,0,1,18h51m59.93s,282.999715,+40d33m26.8s,40.557450,614.00,99.89,-52.76,0,884.06,14.31,-14.31,0,13.987,,0,Kepler-band,13.961,,0,5682.00,103.27,-116.70,0,0.98,0.05,-0.05,0,0.96,0.16,-0.08,0,2016-05-10,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.150,0.200,-0.100,0,0.011,0.002,-0.001,0,,,,,0.0929600,0.0053800,-0.0053800,0,2454967.017130,0.004060,-0.004060,0,JD,,,,,,,,,,,,,0.01098,0.00079,-0.00033,0,Morton et al. 2016,2016,Morton et al. 2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3,0,28,11,http://exoplanet.eu/catalog/kepler-1240_b/,,,,,18.86664767,70.267707,17.147458,292.115578,63.002174,,,,0,1.13,0.02,-0.02,0,6.900,,0,-7.300,,0,10.000,,0,6.500,0.000,0,-7.200,0.000,0,9.700,0.000,0,,,,,,,,,4.47,0.06,-0.14,0,,,,,,,,,0.040,0.138,-0.159,0,[Fe/H],4.070,4.540,-2.300,,,,,,,,,,,,,,,,0,0,0,0,0,3,0,,,,,,,,,,,,,,,,12.759,0.027,0,12.414,0.031,0,12.361,0.029,0,12.257,0.023,0,12.283,0.023,0,11.745,0.206,0,8.744,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,0.345,0.041,0,0.053,0.042,0,0.398,0.040,0,,,,,,,,,,5
1657,Kepler-1247,b,Kepler-1247 b,Transit,0,1,13.71220213,0.00006363,-0.00006363,0,,,,,,,,,,,,,,,,,,0.208,0.019,-0.014,0,,,,,0,1,0,1,19h38m08.05s,294.533553,+46d37m05.8s,46.618271,1094.00,87.58,-69.39,0,1076.84,42.70,-42.70,0,15.935,,0,Kepler-band,15.901,,0,5303.00,116.55,-112.59,0,0.86,0.04,-0.05,0,0.82,0.06,-0.05,0,2016-05-10,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.330,0.210,-0.160,0,0.021,0.002,-0.001,0,,,,,0.1038630,0.0039130,-0.0039130,0,2454968.518650,0.004270,-0.004270,0,JD,,,,,,,,,,,,,0.02627,0.00119,-0.00094,0,Morton et al. 2016,2016,Morton et al. 2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3,0,32,12,http://exoplanet.eu/catalog/kepler-1247_b/,,,,,19.63557020,79.487856,11.988537,315.102445,66.258239,,,,0,0.93,0.04,-0.04,0,6.200,0.100,0,-8.900,0.100,0,10.800,0.100,0,6.200,0.100,0,-8.900,0.100,0,10.800,0.100,0,,,,,,,,,4.55,0.04,-0.08,0,,,,,,,,,-0.050,0.141,-0.156,0,[Fe/H],4.680,6.650,-2.940,,,,,,,,,,,,,,,,0,0,0,0,0,3,0,,,,,,,,,,,,,,,,14.534,0.029,0,14.069,0.036,0,14.069,0.057,0,14.029,0.025,0,14.071,0.031,0,12.900,,-1,9.736,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,0.465,0.046,0,0.000,0.067,0,0.465,0.064,0,,,,,,,,,,5
1665,Kepler-1253,b,Kepler-1253 b,Transit,0,1,68.88619150,0.00052700,-0.00052700,0,,,,,,,,,,,,,,,,,,0.119,0.016,-0.016,0,,,,,0,1,0,1,18h55m32.43s,283.885115,+47d38m14.0s,47.637222,390.00,52.02,-45.48,0,522.23,5.82,-5.82,0,12.464,,0,Kepler-band,12.457,,0,5850.00,65.89,-56.44,0,0.97,0.06,-0.06,0,1.10,0.15,-0.13,0,2016-05-10,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.330,0.180,-0.180,0,0.012,0.002,-0.002,0,,,,,0.2479000,0.0080000,-0.0080000,0,2454993.298040,0.005880,-0.005880,0,JD,,,,,,,,,,,,,0.01134,0.00014,-0.00073,0,Morton et al. 2016,2016,Morton et al. 2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3,0,32,12,http://exoplanet.eu/catalog/kepler-1253_b/,,,,,18.92567433,77.477212,19.037715,297.834983,69.738247,,,,0,1.91,0.02,-0.02,0,9.700,0.000,0,-19.500,0.000,0,21.800,0.000,0,9.700,0.000,0,-19.500,0.000,0,21.800,0.000,0,-44.55,2.27,-2.27,0,,,,,4.33,0.11,-0.10,0,,,,,,,,,-0.140,0.147,-0.145,0,[Fe/H],7.080,1.800,-2.820,,,,,,,,,,,,,,,,0,0,0,0,0,3,0,,,,,,,,,,,,,,,,11.387,0.022,0,11.065,0.018,0,11.016,0.017,0,10.974,0.023,0,11.009,0.021,0,10.780,0.059,0,8.959,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,0.322,0.028,0,0.049,0.025,0,0.371,0.028,0,,,,,,,,,,5
1673,Kepler-1259,b,Kepler-1259 b,Transit,0,1,0.66308526,0.00000087,-0.00000087,0,,,,,,,,,,,,,,,,,,0.128,0.006,-0.009,0,,,,,0,1,0,1,19h51m21.96s,297.841489,+46d58m03.7s,46.967682,704.00,36.77,-41.10,0,824.33,17.00,-17.00,0,15.304,,0,Kepler-band,15.333,,0,5053.00,113.64,-67.62,0,0.80,0.04,-0.05,0,0.77,0.04,-0.04,0,2016-05-10,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.430,0.070,-0.100,0,0.013,0.001,-0.001,0,,,,,0.0445460,0.0016540,-0.0016540,0,2454964.979450,0.000996,-0.000996,0,JD,,,,,,,,,,,,,0.01712,0.00036,-0.00075,0,Morton et al. 2016,2016,Morton et al. 2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3,0,28,11,http://exoplanet.eu/catalog/kepler-1259_b/,,,,,19.85609927,80.887669,10.154620,320.484807,65.598985,,,,0,1.21,0.03,-0.03,0,-8.200,0.100,0,-5.800,0.100,0,10.000,0.100,0,-8.200,0.100,0,-5.800,0.100,0,10.000,0.100,0,,,,,,,,,4.58,0.03,-0.05,0,,,,,,,,,-0.070,0.144,-0.169,0,[Fe/H],5.250,6.000,-3.100,,,,,,,,,,,,,,,,0,0,0,0,0,3,0,,,,,,,,,,,,,,,,13.872,0.027,0,13.339,0.028,0,13.280,0.033,0,13.147,0.024,0,13.214,0.025,0,12.847,0.462,0,8.645,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,0.533,0.039,0,0.059,0.043,0,0.592,0.043,0,,,,,,,,,,5
1681,Kepler-1264,b,Kepler-1264 b,Transit,0,1,0.96852602,0.00000233,-0.00000233,0,,,,,,,,,,,,,,,,,,0.105,0.020,-0.011,0,,,,,0,1,0,1,19h19m32.25s,289.884378,+45d12m41.4s,45.211502,814.00,153.30,-81.76,0,820.18,26.31,-26.31,0,14.511,,0,Kepler-band,14.479,,0,5791.00,109.18,-145.15,0,0.99,0.06,-0.06,0,0.98,0.18,-0.09,0,2016-05-10,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.180,0.220,-0.120,0,0.011,0.002,-0.001,0,,,,,0.0537670,0.0027620,-0.0027620,0,2454964.511410,0.001960,-0.001960,0,JD,,,,,,,,,,,,,0.01051,0.00044,-0.00037,0,Morton et al. 2016,2016,Morton et al. 2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3,0,26,10,http://exoplanet.eu/catalog/kepler-1264_b/,,,,,19.32562520,76.749428,14.296366,306.356976,66.159163,,,,0,1.22,0.04,-0.04,0,0.500,0.100,0,-2.400,0.100,0,2.500,0.100,0,0.500,0.100,0,-2.400,0.100,0,2.500,0.100,0,,,,,,,,,4.45,0.07,-0.14,0,,,,,,,,,-0.020,0.139,-0.180,0,[Fe/H],4.170,3.040,-2.500,,,,,,,,,,,,,,,,0,0,0,0,0,3,0,,,,,,,,,,,,,,,,13.305,0.021,0,12.959,0.024,0,12.901,0.026,0,12.808,0.024,0,12.798,0.023,0,12.928,0.445,0,9.380,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,0.346,0.032,0,0.058,0.035,0,0.404,0.033,0,,,,,,,,,,5
1689,Kepler-127,d,Kepler-127 d,Transit,0,3,48.63040800,0.00012800,-0.00012800,0,0.280000,,,0,,,,,,,,,,,,,,0.236,0.012,-0.012,0,,,,,0,1,0,1,19h00m45.60s,285.189985,+46d01m40.7s,46.027962,356.41,2.71,-2.71,0,356.41,2.71,-2.71,0,11.485,,0,Kepler-band,11.438,,0,6106.00,106.00,-106.00,0,,,,,1.36,0.04,-0.04,0,2014-05-14,1,0,0,0,0,0,7.86000e-01,6.000000e-03,-6.000000e-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.640,0.140,-0.140,0,0.024,0.001,-0.001,0,,,,,0.2924000,0.0023000,-0.0023000,0,2455005.547090,0.001430,-0.001430,0,BJD,0.6200,0.3000,-0.3000,0,,,,,,,,,,,,, Rowe et al. 2014,2014, Rowe et al. 2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3,0,46,16,http://exoplanet.eu/catalog/kepler-127_d/,http://exoplanets.org/detail/Kepler-127_d,2014-03,,,19.01266567,76.216067,17.640054,298.978579,67.944843,2.81,0.02,-0.02,0,2.81,0.02,-0.02,0,-1.500,0.000,0,20.800,0.000,0,20.900,0.000,0,-1.500,0.000,0,20.800,0.000,0,20.900,0.000,0,-21.16,0.55,-0.55,0,,,,,4.26,0.05,-0.05,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,3,0,,,,,,,,,,,,,,,,10.536,0.024,0,10.300,0.018,0,10.234,0.019,0,10.222,0.023,0,10.248,0.020,0,10.189,0.046,0,8.652,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,0.236,0.030,0,0.066,0.026,0,0.302,0.031,0,,,,,,,,,,5
1697,Kepler-1277,b,Kepler-1277 b,Transit,0,1,40.83650120,0.00045860,-0.00045860,0,,,,,,,,,,,,,,,,,,0.143,0.026,-0.010,0,,,,,0,1,0,1,19h40m24.58s,295.102413,+40d34m20.6s,40.572396,606.00,40.99,-34.03,0,566.24,5.92,-5.92,0,14.050,,0,Kepler-band,14.093,,0,5578.00,82.21,-68.73,0,0.94,0.04,-0.04,0,0.92,0.06,-0.05,0,2016-05-10,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.600,0.290,-0.110,0,0.015,0.003,-0.001,0,,,,,0.2060000,0.0090000,-0.0090000,0,2454985.875100,0.009210,-0.009210,0,JD,,,,,,,,,,,,,0.01584,0.00272,-0.00076,0,Morton et al. 2016,2016,Morton et al. 2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3,0,32,12,http://exoplanet.eu/catalog/kepler-1277_b/,,,,,19.67349421,74.239217,8.813696,310.872831,60.498882,,,,0,1.77,0.02,-0.02,0,9.000,,0,2.600,,0,9.400,,0,19.100,0.000,0,-1.600,0.000,0,19.200,0.000,0,,,,,,,,,4.49,0.05,-0.07,0,,,,,,,,,-0.010,0.105,-0.111,0,[Fe/H],5.010,3.560,-3.000,,,,,,,,,,,,,,,,0,0,0,0,0,3,0,,,,,,,,,,,,,,,,12.873,0.023,0,12.497,0.023,0,12.427,0.023,0,12.371,0.023,0,12.428,0.023,0,12.117,0.257,0,9.145,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,0.376,0.033,0,0.070,0.033,0,0.446,0.033,0,,,,,,,,,,5
1705,Kepler-1283,b,Kepler-1283 b,Transit,0,1,12.94609780,0.00021850,-0.00021850,0,,,,,,,,,,,,,,,,,,0.170,0.070,-0.028,0,,,,,0,1,0,1,19h41m50.96s,295.462337,+40d46m37.1s,40.776969,1452.00,589.71,-245.76,0,3178.81,315.78,-315.78,0,15.079,,0,Kepler-band,15.070,,0,6175.00,183.18,-233.53,0,1.16,0.18,-0.11,0,1.25,0.51,-0.20,0,2016-05-10,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.910,0.790,-0.310,0,0.018,0.007,-0.003,0,,,,,0.3992900,0.0168800,-0.0168800,0,2454972.421400,0.010900,-0.010900,0,JD,,,,,,,,,,,,,0.01367,0.00070,-0.00046,0,Morton et al. 2016,2016,Morton et al. 2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3,0,28,11,http://exoplanet.eu/catalog/kepler-1283_b/,,,,,19.69748915,74.552729,8.671058,311.537559,60.596543,,,,0,0.31,0.03,-0.03,0,-4.900,,0,-12.500,,0,13.400,,0,-3.800,0.000,0,-8.700,0.100,0,9.500,0.100,0,,,,,,,,,4.31,0.12,-0.24,0,,,,,,,,,0.040,0.128,-0.159,0,[Fe/H],2.880,1.570,-1.120,,,,,,,,,,,,,,,,0,0,0,0,0,3,0,,,,,,,,,,,,,,,,13.920,0.026,0,13.612,0.034,0,13.567,0.040,0,13.472,0.025,0,13.572,0.031,0,13.014,,-1,9.033,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,0.308,0.043,0,0.045,0.052,0,0.353,0.048,0,,,,,,,,,,5
